,PRICE,ROUNDED_NOTIONAL_AMOUNT_1,ACTION_CANCEL,ACTION_CORRECT,ACTION_NEW,TAXONOMY_Credit:Index:CDX:CDXHY,TAXONOMY_Credit:Index:CDX:CDXIG,PRICE_FORMING_CONTINUATION_DATA_Amendment,PRICE_FORMING_CONTINUATION_DATA_Novation,PRICE_FORMING_CONTINUATION_DATA_Partialtermination,PRICE_FORMING_CONTINUATION_DATA_Trade,CLEARED_C,CLEARED_U,INDICATION_OF_COLLATERALIZATION_FC,INDICATION_OF_COLLATERALIZATION_OC,INDICATION_OF_COLLATERALIZATION_PC,INDICATION_OF_COLLATERALIZATION_UC
3769,0.6070000076293945,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
3776,0.6070000076293945,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
3777,0.6070000076293945,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
3781,0.6070000076293945,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
3844,0.8580500030517578,25.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
3845,0.8580500030517578,25.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3846,0.6476000213623047,110.0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0
3847,0.6913500213623047,6.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
4041,0.67,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
4053,0.67,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
4064,0.6687,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
4065,1.0713,50.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
4132,0.6675,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
4134,0.666875,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
4416,0.6170000076293946,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
4424,0.7025,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
4534,0.6234130096435547,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
4776,0.01,25.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
4795,0.01,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
4797,0.05,50.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
4799,0.05,20.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
4801,0.05,50.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
5208,0.01,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
5213,0.01,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
5214,0.01,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
5215,0.01,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
5216,0.01,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
5217,0.01,200.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
5218,0.01,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
5224,0.05,200.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
6001,0.6158000183105469,110.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
6193,0.70625,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
6211,0.6209375,55.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
6257,1.07252001953125,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
6258,0.70622998046875,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
6259,0.70382998046875,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
6260,1.0776,2.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
6401,0.6375,110.0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
6737,100.06999969482422,23.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
6800,0.7,6.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
6829,0.700625,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
6837,0.700625,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
6862,0.700999984741211,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
6863,0.63,55.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
6867,0.7,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
6871,0.63,55.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
6872,0.700999984741211,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
6894,0.63,55.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
6895,0.700999984741211,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
6902,0.63,55.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
6905,0.700999984741211,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
6945,0.7034999847412109,0.48,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
6967,0.709375,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
6971,0.709375,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
6974,0.709375,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
7032,0.706875,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
7062,0.7055999755859375,75.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
7082,0.7075,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
7089,0.705,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
7090,0.705,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
7099,0.705,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
7100,0.7055999755859375,75.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
7104,0.705,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
7118,0.7075,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
7120,0.7075,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
7128,0.7075,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
7140,0.7075,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
7155,0.70375,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
7206,0.70375,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
7223,0.704375,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
7235,0.70375,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
7238,0.70375,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
7239,0.704375,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
7279,107.7300033569336,50.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
7565,0.676729965209961,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
7566,0.5954800033569336,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
7692,0.68125,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
7763,1.0,5.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
7861,1.0,10.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
7862,1.0,5.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
7863,1.0,35.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
7864,1.0,200.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
7867,1.0,24.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
7970,0.685,25.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
7971,0.6825,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
7979,0.6825,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
7997,0.69,100.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
8053,3.36,6.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
8094,0.6501000213623047,50.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
8130,0.05,15.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
8134,0.67375,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
8491,0.01,200.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
8492,0.01,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
8493,0.01,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
8495,0.01,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
8496,0.01,200.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
8639,3.36,6.0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
8641,3.36,6.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
8696,0.671875,20.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
8778,0.68,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
8867,0.67,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
9659,0.685,25.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
9660,0.685,25.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
9929,0.475625,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
9973,0.1925,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
10030,105.52999877929688,0.64,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
10038,105.52999877929688,0.64,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
10054,0.1925,50.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
10055,1.0,50.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
10091,108.94999694824219,3.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10092,108.94999694824219,3.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10097,5.0,25.0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
10101,0.63375,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10103,0.63375,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10110,1.0,50.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
10111,1.0,50.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
10187,104.625,25.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10188,105.30500030517578,2.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10202,104.5,25.0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
10203,99.75,11.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10204,104.625,25.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10205,105.30500030517578,2.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10208,99.75,11.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10209,5.0,50.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10210,0.635,110.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
10260,0.6325,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10265,104.25,6.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10266,104.25,0.25,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10267,104.25,16.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10268,104.25,7.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10269,104.25,1.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10270,104.25,17.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10271,104.25,4.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10272,104.25,2.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10273,104.25,16.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10280,104.25,7.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10281,104.25,0.25,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10282,104.25,6.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10283,104.25,4.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10284,104.25,5.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10285,104.25,17.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10286,104.25,2.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10287,104.25,1.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10288,104.25,4.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10290,104.25,4.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10291,104.25,5.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10312,106.6875,9.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
10344,0.636875,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10437,0.671875,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10452,0.671875,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10470,0.08,8.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
10471,0.6775,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10520,0.6775,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10522,0.605999984741211,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10523,0.6772000122070313,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10524,0.6775,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10525,0.6775,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10526,0.6775,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10561,0.601500015258789,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10562,0.6725,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10565,0.601500015258789,55.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10566,0.6725,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10575,0.345,82.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10578,0.671875,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10591,0.6079999923706054,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10592,0.6794999694824219,91.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10609,0.455,15.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
10610,0.56625,200.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
10713,0.6070000076293945,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10714,0.6781999969482422,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10751,0.671875,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10765,0.67375,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10815,108.06500244140625,30.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
10844,0.680625,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10898,0.455,15.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
10899,0.455,15.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
10933,0.6819000244140625,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
11210,0.67197998046875,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
11211,0.672539990234375,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
11232,0.67,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
11270,0.6725,11.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
11277,0.6725,11.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
11300,0.42,150.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
11314,0.65987998046875,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
11315,0.65875,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
11336,0.5720000076293945,110.0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
11354,0.59,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
11357,0.59,110.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
11358,0.59,110.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
11427,0.345,40.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
11499,0.42,80.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
11500,0.59,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
11566,0.67,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
11592,1.0728900390625,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
11601,0.59,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
11642,0.5870000076293945,110.0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
11651,0.59,48.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
11664,0.67,60.0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
11691,0.670625,110.0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
11741,0.59,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
11808,1.07247001953125,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
11809,1.0727099609375,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
11810,1.07367001953125,15.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
11868,1.0,19.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
11982,2.94,3.0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
12110,0.8775,25.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
12111,0.8775,25.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
12130,0.8744999694824219,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
12157,0.8775,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
12170,0.8769999694824219,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
12171,0.8769999694824219,75.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
12172,0.8769999694824219,75.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
12190,0.874000015258789,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
12198,0.8690000152587891,8.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
12199,0.8690000152587891,8.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
12292,0.8690000152587891,8.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
12561,0.8141999816894532,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
12562,0.8206999969482421,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
12563,0.815,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
12565,0.8184999847412109,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
12609,0.8023999786376953,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
12646,0.8025,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
12653,0.8025,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
12659,0.8005000305175781,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
12705,0.699999988079071,71.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
12716,0.75,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
12767,0.7980000305175782,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
12786,0.699999988079071,100.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
12787,0.699999988079071,100.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
12791,1.0304000091552734,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
12792,1.0304000091552734,5.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
12795,1.0304000091552734,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
12796,1.0304000091552734,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
12797,1.0304000091552734,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
12798,1.0304000091552734,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
12799,1.0304000091552734,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
12800,1.0304000091552734,5.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
12806,1.0304000091552734,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
12807,1.0304000091552734,5.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
12809,1.0304000091552734,10.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
12810,1.0304000091552734,10.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
12841,0.8090000152587891,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
12846,0.8090000152587891,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
12847,0.8090000152587891,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
12848,0.8090000152587891,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
12849,0.8090000152587891,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
12850,0.8090000152587891,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
12943,1.0499999523162842,100.0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
12960,1.0499999523162842,25.0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
12961,1.0499999523162842,50.0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
12962,1.0499999523162842,25.0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
12974,0.7959999847412109,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
13081,0.8019999694824219,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
13083,0.8019999694824219,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
13136,104.0,4.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
13142,104.5,36.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
13144,1.0304499816894532,25.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
13145,105.5,50.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
13150,0.725,110.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
13151,105.0,100.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
13154,0.75,110.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
13161,0.8025,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
13163,0.8025,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
13172,0.75,110.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
13176,0.8025,110.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
13177,0.8025,110.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
13180,0.7340000152587891,110.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
13191,104.0,5.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
13193,0.65,110.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
13203,104.5,8.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
13205,104.0,100.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
13206,1.0304499816894532,25.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
13207,1.0304499816894532,25.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
13211,0.675,40.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
13215,0.75,80.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
13217,104.0,100.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
13223,104.5,6.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
13236,0.75,60.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
13238,0.675,110.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
13239,0.675,30.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
13251,104.5,50.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
13255,104.0,3.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
13306,0.8004000186920166,0.93,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
13318,0.8094999694824219,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
13356,0.8004000186920166,0.93,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
13358,0.8004000186920166,0.93,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
13385,0.8004000186920166,0.93,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
13399,104.5,3.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
13434,0.7749999761581421,100.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
13446,0.8065000152587891,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
13572,0.8330000305175781,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
13573,0.8330000305175781,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
13684,0.8194999694824219,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
13690,0.8275,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
13712,0.8280000305175781,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
13725,0.8280000305175781,110.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
13726,0.8280000305175781,110.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
13748,1.04375,21.0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
13784,0.8580000305175781,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
13843,1.0211499786376954,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
13844,1.0211499786376954,5.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
13848,1.0211499786376954,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
13849,1.0211499786376954,5.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
13854,1.0211499786376954,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
13855,1.0211499786376954,5.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
13887,0.865999984741211,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
13900,0.865999984741211,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
13901,0.865999984741211,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
13933,1.0211499786376954,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
13935,1.0211499786376954,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
13937,1.0211499786376954,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
13954,0.855999984741211,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
13959,0.7,100.0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
13977,0.865,110.0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0
13985,0.865,41.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
13991,0.8619999694824219,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
14154,0.8615999817848206,80.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
